Recording timestamp,Pupil diameter left,Pupil diameter right
20,6.02,5.71
40,6.04,5.71
60,6.03,5.72
80,6.03,5.71
100,6.04,5.72
120,6.04,5.73
140,6.04,5.75
160,6.04,5.75
180,6.03,5.75
200,6.07,5.72
220,6.09,
240,6.09,5.72
260,6.11,5.73
280,6.11,5.74
300,6.1,5.69
320,6.07,5.65
340,6.01,5.62
360,6.21,
380,5.98,5.57
400,,5.45
420,5.79,
440,5.71,5.54
460,5.79,5.56
480,5.7,
500,5.65,
520,,
540,5.78,
560,5.71,
580,5.65,5.6
600,5.62,5.51
620,5.68,5.47
640,5.72,5.45
660,5.65,
680,5.85,5.45
700,5.7,5.26
720,5.68,4.79
740,5.63,4.57
760,5.61,4.43
780,5.53,4.36
800,5.52,4.31
820,5.51,4.28
840,5.59,4.88
860,5.62,4.54
880,5.63,4.42
900,5.66,4.38
920,5.68,4.39
940,5.72,4.41
960,5.76,4.41
980,5.76,
1000,5.75,
1020,5.75,
1040,5.76,
1060,5.77,
1080,5.8,
1100,5.1,
1120,4.89,5.15
1140,5.46,5.27
1160,5.67,5.5
1180,5.91,5.55
1200,6,5.57
1220,6.03,5.58
1240,6.03,5.62
1260,6.01,5.62
1280,5.99,5.63
1300,5.96,5.63
1320,5.95,5.61
1340,5.94,5.62
1360,5.96,5.64
1380,5.93,5.66
1400,5.92,
1420,5.91,5.22
1440,5.93,5.01
1460,6.13,4.91
1480,6.43,4.92
1500,6.51,
1520,6.52,4.9
1540,6.53,4.82
1560,6.53,
1580,6.53,
1600,6.39,5.28
1620,6,5.33
1640,,
1660,,
1680,,
1700,,
1720,5.1,4.46
1740,5.32,3.8
1760,5.87,
1780,6.25,4.9
1800,6.3,5.44
1820,6.36,5.62
1840,6.33,5.65
1860,6.33,5.65
1880,6.32,5.7
1900,,5.74
1920,6.34,
1940,6.36,
1960,6.36,
1980,6.31,5.8
2000,6.31,5.83
2020,6.29,5.84
2040,6.3,5.84
2060,6.29,5.84
2080,6.28,5.84
2100,6.29,5.85
2120,6.29,5.85
2140,6.26,5.86
2160,6.25,5.86
2180,6.28,5.86
2200,6.24,5.88
2220,6.41,6.01
2240,6.36,
2260,6.33,5.81
2280,6.29,
2300,6.16,5.85
2320,6.15,
2340,6.17,
2360,6.19,
2380,6.2,
2400,6.21,
2420,6.21,
2440,6.19,5.35
2460,6.19,5.14
2480,5.96,5.64
2500,6.43,5.94
2520,6.52,6.01
2540,6.62,6.04
2560,6.65,
2580,6.67,6.04
2600,6.54,6.04
2620,6.49,6.03
2640,6.46,6.02
2660,6.43,6.05
2680,6.41,6.06
2700,6.38,6.07
2720,6.37,6.08
2740,6.35,6.1
2760,6.32,6.12
2780,6.25,6.13
2800,6.23,6.15
2820,6.24,6.16
2840,6.21,6.18
2860,6.2,6.16
2880,6.05,
2900,6.31,6.13
2920,6.12,
2940,6.1,6.1
2960,6.37,
2980,6.38,
3000,6.29,
3020,6.22,
3040,6.23,
3060,6.3,
3080,6.36,
3100,6.32,
